entity_head	relation	entity_tail
1716	10	12580
17	10	9913
1186	10	6875
1479	10	7002
1961	7	12771
566	10	5350
878	10	7430
1108	3	5547
1682	10	11766
2433	10	10275
2686	8	5667
504	7	3163
1219	10	3176
2672	10	4059
1804	10	7912
1496	5	7174
2777	7	8864
123	10	8916
255	3	9767
126	10	9773
2147	3	6339
388	10	10849
1381	10	9069
2551	10	3562
1892	3	3467
2817	10	6269
1213	10	6374
2245	10	5385
873	10	12850
574	10	11629
1146	1	4928
185	3	7934
805	10	11586
1817	10	11002
2327	3	4232
1073	10	6892
1460	10	10459
1906	10	6634
1440	10	6543
2034	10	10459
1583	3	3868
1893	10	8773
694	10	10459
340	10	12328
1423	10	9876
2484	10	9943
1468	3	8793
451	10	9991
790	10	4745
2961	10	9166
1774	3	5126
726	10	3169
711	10	8901
1432	3	7094
2016	3	3946
2491	10	4292
919	10	13028
872	10	9521
1983	3	8049
1423	10	6006
1440	10	6519
581	3	12000
1547	10	12985
1056	10	12144
2787	10	8191
37	3	10818
2261	10	13495
2696	10	9426
582	10	3610
2456	10	13758
1636	10	9843
1397	10	6868
399	3	8192
1789	10	12874
2004	10	3870
2919	10	9532
1294	10	5701
2120	10	5480
2484	10	4487
968	10	8925
908	10	8066
2310	10	8535
1026	10	9609
2457	10	8659
2421	3	7469
511	10	11833
1043	10	8901
876	10	5538
1424	10	5481
157	8	10496
1322	10	4476
2927	3	7877
621	10	13758
1734	10	3450
129	10	4922
200	3	6429
1554	10	7977
1228	3	7921
240	10	13455
2154	10	11835
1762	10	4775
2694	10	9393
2501	10	6454
2030	3	6928
1393	4	4877
398	10	10773
1747	10	3232
1606	10	7229
1297	10	7862
2713	10	13642
966	10	8927
2742	10	10619
2430	10	4059
2409	10	8118
2591	6	13182
1954	3	10326
406	3	10227
1391	10	6875
2553	4	7806
1716	10	4516
2712	10	9426
625	3	11660
1304	10	7344
1260	10	4941
2295	10	8244
675	10	5152
1869	3	3221
2123	10	9268
2507	10	9666
1208	7	3549
763	3	8950
1015	10	12679
2976	3	12376
2174	4	11258
761	2	9571
2519	10	12648
1487	10	5776
2129	10	7455
1073	10	4231
1700	3	13726
1334	3	13573
2152	2	13794
1399	3	12376
538	10	4936
930	10	5026
2909	3	8331
505	10	5516
1977	3	5192
2454	10	4911
1504	10	7553
1870	10	9107
1229	10	8651
1133	3	12376
389	10	3242
573	3	3191
1304	10	11232
2198	3	10986
1375	2	6907
627	3	5819
1671	1	4334
2327	10	11770
1787	3	13112
2901	10	4598
2205	10	7488
1409	10	4760
725	10	9756
2264	10	4651
2681	3	7934
752	3	4148
1407	10	4059
141	10	10365
2970	10	5856
2969	10	6253
1286	10	12024
608	10	12279
1918	3	13218
1898	10	11948
2019	1	13801
1055	10	13044
1097	10	4553
867	3	6286
2399	10	6991
1580	3	11991
2093	3	11228
900	3	10070
2842	3	3135
675	3	12376
1791	3	9274
2511	10	11060
387	10	11236
1822	10	6020
1102	3	6165
1198	10	4642
1405	4	10020
2740	3	6206
1032	10	4097
787	10	10748
2371	10	5424
2312	10	3367
963	10	9698
2313	10	9368
2025	10	10531
1546	10	3517
2917	3	7934
2077	3	5795
280	10	5526
283	10	7894
267	3	6101
1345	3	12226
1297	10	9914
906	3	8185
2146	4	4733
1544	10	12377
2115	3	6877
2021	10	9107
2540	10	8321
2903	10	4096
2084	10	9357
1377	10	5814
258	10	13770
2295	10	12219
2817	4	12698
309	4	3758
2430	4	3979
770	3	7191
250	10	9748
1514	3	7978
666	10	11315
2034	3	12926
960	10	5359
767	4	10536
1886	10	7369
1110	3	4933
2769	4	8884
1359	10	10963
1424	3	3535
1252	3	11681
635	10	3916
2001	10	9758
2646	10	11502
2145	10	5371
2973	3	5899
2156	10	12679
1547	10	5538
1260	10	12070
1452	10	7800
1396	10	6709
2948	3	7200
323	10	8749
100	4	4535
1463	3	4891
2072	0	12141
2789	10	8052
2228	10	6769
2561	3	9767
1928	10	10459
2894	3	4740
2386	10	8714
1123	10	8916
1704	10	12408
1138	10	5134
1660	3	7758
1101	10	12391
1935	10	12024
1395	10	5209
1838	10	3959
608	10	4509
272	10	4856
2328	10	13580
1205	10	10713
2824	10	5947
2731	1	6243
688	10	13200
706	10	3506
581	3	6820
1009	10	11496
9	10	12648
2806	10	9069
1049	10	10147
1233	10	5560
1098	3	7995
592	7	7177
773	10	5876
566	10	9674
1529	10	8538
654	10	10059
1579	10	5538
75	10	3725
1775	10	8879
126	10	10434
1893	3	9371
511	10	8045
258	10	13487
180	10	10330
144	3	8279
2006	10	4719
1730	10	9438
514	3	11610
2366	10	10435
1119	3	4740
676	4	13078
1864	10	3818
2102	10	8568
1198	10	5943
357	10	8321
1771	1	6633
860	10	7601
1195	10	3306
80	10	13111
1741	10	5201
2960	10	13777
2278	3	7921
914	10	9190
239	4	3871
839	7	10735
171	10	10060
2616	10	4742
857	10	5369
2244	10	9766
2558	3	11641
2187	10	10518
1203	10	12972
998	10	5047
2420	10	3490
1303	10	8701
1537	10	12610
1626	10	6846
1206	3	4740
1667	10	11835
1395	3	8433
163	3	10863
2181	3	12376
1231	3	8492
1183	3	12253
1437	10	7434
643	10	12447
2446	10	5917
2118	3	3912
2069	10	12202
2630	3	11641
2062	10	5161
689	10	6491
561	3	12632
905	10	9573
167	10	9766
2701	10	5174
2265	3	11046
763	3	6185
1560	10	12305
1905	10	7434
31	10	10164
1350	10	8930
2827	1	11427
7	3	13021
395	3	5178
1401	3	7393
2153	10	5445
569	10	9426
1872	3	8837
2727	10	9437
1442	3	13112
2195	3	8710
1833	10	12257
316	10	4291
930	3	11991
2010	10	8524
1703	10	11340
809	10	12096
451	10	5736
1028	10	12578
726	10	4908
195	10	12528
2412	10	8009
522	10	4613
592	10	7973
1235	10	8913
1087	10	13675
1898	10	5682
2777	10	5870
2196	10	8619
1398	10	8118
715	10	10531
1893	10	9666
2160	3	7758
1329	3	9517
1918	10	6750
1893	10	4209
2749	4	7054
2117	3	4532
1174	10	13209
2115	10	3673
1413	10	6991
783	10	8926
2284	10	8962
569	10	4059
912	10	9426
369	10	10459
50	10	10347
984	3	8331
546	3	10863
801	3	9517
1544	10	6775
2623	10	9484
2235	3	9947
850	1	11427
1359	10	4948
1453	10	8321
2432	3	5418
1992	10	9769
2842	10	5349
2514	3	12376
2628	10	5156
1549	10	12101
2806	3	10507
273	10	9426
2966	10	9426
1809	0	4132
2829	10	6991
1125	10	12718
1372	10	6108
1275	3	6573
1083	4	7402
1248	10	12871
2925	4	9950
2787	10	5175
566	10	7904
688	10	10204
1566	0	5231
331	3	3616
2200	10	13631
2109	10	8466
1775	10	11383
420	10	12442
2623	10	8163
744	10	6817
2185	10	10317
2234	10	12878
1793	3	9818
1096	10	12871
1073	10	3811
2369	4	13701
2619	10	3527
933	10	10106
384	10	6549
2783	10	13758
1132	3	6052
2215	10	8321
1266	10	11580
283	10	11140
715	10	3929
1517	3	12451
1928	10	12003
1487	10	5201
2710	4	4535
2354	10	5497
1428	10	12871
1295	10	5181
984	10	9635
1436	10	12372
703	3	11191
1502	10	4377
921	10	11946
855	10	13515
1387	10	9881
2601	10	6294
2947	3	10997
412	10	3876
2734	3	4252
39	1	9452
1364	3	12298
1073	10	6743
421	10	5311
2787	10	13699
1014	10	5495
2235	10	7063
430	4	9282
1828	3	8950
835	10	5208
1051	10	3562
1931	10	11120
701	10	6118
2712	10	13487
1224	3	5221
2549	3	10986
2457	10	8343
2072	10	12580
1141	3	12193
2894	1	6722
31	10	7607
1226	10	6799
1304	10	12896
1861	3	11641
105	10	3665
2131	10	4475
2742	10	12679
888	10	12101
1532	3	8296
668	10	10266
2824	10	3267
1111	3	6116
2181	10	9075
2135	10	4968
1933	3	11984
975	10	12760
1552	1	13017
493	10	4271
2271	10	6743
2348	10	8579
283	10	13050
2593	10	13292
1554	10	5424
1344	3	3240
2444	10	7800
2109	10	3023
0	3	7786
138	3	6372
1524	10	12265
2050	10	4359
2770	3	5823
249	10	4033
552	9	7043
1922	3	9767
2109	10	13294
1169	10	10713
584	3	12226
2775	3	3561
1014	10	10751
2215	10	4658
283	10	9896
73	0	7127
729	4	11497
2668	3	4887
2455	10	5561
646	10	9567
614	3	5899
498	10	6435
2362	4	13355
2466	4	8423
1405	10	3250
2103	10	13268
515	2	8087
948	10	12447
2210	3	7934
1109	10	11311
2859	10	5481
197	10	4523
92	10	11494
1744	10	12822
1762	3	12436
464	10	9588
1618	3	8233
2784	10	10895
218	6	9587
2628	10	11340
1830	1	3962
456	10	5481
2335	10	11817
1882	10	3968
901	4	13507
1048	10	3620
2410	10	9600
2674	3	12376
230	10	5782
1000	10	8111
2498	10	3283
2102	10	8118
2280	10	3532
1834	10	7542
348	10	6563
581	2	11074
586	10	6544
43	10	11217
2703	10	4799
241	10	5820
1600	3	3939
1289	3	11694
1225	10	6264
2826	10	12860
1628	10	9365
1468	10	11502
570	7	5908
2316	10	12565
495	10	13230
1165	10	4637
729	10	3475
2869	7	5836
1593	4	7126
753	3	5552
781	10	3026
1610	10	12465
138	10	6625
1817	10	8360
2816	6	10508
2284	10	12418
1139	3	7106
2263	10	6826
1099	1	10485
2715	10	5113
998	3	6101
2204	10	8513
2193	10	8216
1161	10	3345
1141	10	3226
2982	10	5759
1052	3	3561
2452	10	10912
1503	10	3813
2426	3	4008
479	10	5803
451	10	4461
171	1	4060
1915	10	11790
2458	10	6670
1262	10	4432
1572	10	8443
2338	10	12760
355	10	9117
1240	10	5929
879	10	7394
961	3	10322
2088	10	4209
155	3	7355
1916	10	10700
1857	3	12151
1775	10	9270
2149	10	8916
1318	4	6721
2857	10	9982
575	10	11199
917	10	4099
1255	10	4411
2937	10	8916
1190	10	9984
2009	10	8009
878	10	7565
1857	10	9270
2088	10	11093
1278	10	9310
1900	10	6767
2302	10	8380
1027	10	7694
1406	10	5557
1478	4	3245
659	7	3122
2902	10	11470
684	10	9288
1954	10	5670
45	10	11312
2787	10	13119
2836	10	12675
201	10	9470
2151	3	5458
1333	3	6990
2881	10	3265
2458	10	3855
2197	10	8118
1966	10	7466
1672	3	7934
1476	10	11493
1064	10	11307
1172	10	3528
381	10	11007
40	10	12447
661	2	4226
2150	10	13188
2727	3	5284
2114	5	7020
72	10	8916
2957	3	7958
2542	10	7723
1782	4	3677
2279	10	4735
2092	10	13373
2362	10	11208
1486	10	4043
1018	10	4493
2864	10	4059
457	0	10533
1337	3	7921
995	3	11814
697	10	4719
230	10	5496
17	10	8908
691	10	4384
1046	3	9725
2944	10	10978
1344	3	12293
466	10	8495
2582	10	9426
1857	10	9068
2419	10	10555
2044	4	6691
2306	2	7333
2601	3	5627
1517	10	7822
2478	10	13064
444	3	11136
1111	10	13373
2787	10	6647
2726	10	5776
1518	10	8524
2247	10	12822
2638	10	4599
488	4	5099
2349	3	7934
560	10	11311
80	3	12376
2423	10	12610
277	3	6573
2965	10	8321
2557	10	3255
2834	3	7934
1840	3	4740
1664	10	7910
2069	10	9943
1282	10	13495
2975	10	8916
2848	4	9422
2918	3	6199
2444	10	12587
794	10	10257
397	10	13050
2820	10	11855
53	3	7934
2923	10	4571
1789	10	4503
1296	10	9644
152	3	9335
131	1	3541
47	3	4884
268	10	12384
466	10	5947
0	10	9047
501	3	10309
1530	10	8568
835	10	10159
943	10	7787
909	0	11859
739	10	4487
2032	3	12376
2102	10	5512
931	10	5011
1665	1	7329
2004	3	9163
1529	10	12679
2109	10	13738
55	10	3435
399	10	9984
2670	10	9426
758	10	8659
1293	3	3066
2814	1	8946
378	10	8508
2840	4	6072
2065	10	5947
431	0	9711
2075	3	5126
770	10	12657
2811	3	8729
1001	10	11708
2619	7	5845
2644	10	8586
1020	10	5776
2161	10	3635
2169	9	7863
1123	10	3302
1460	9	8448
2546	10	4773
640	10	7939
1515	1	13801
614	10	9911
263	10	8540
2196	10	4335
957	10	8773
2715	10	4800
699	3	7934
2646	10	9991
1547	10	13044
390	10	3139
2672	10	8118
2588	10	13318
2648	10	5175
1008	10	12760
509	3	7881
2792	10	4553
1802	10	3682
2412	10	12465
1223	3	6199
2253	3	6573
598	3	12226
1778	10	7730
2532	10	3267
591	10	13723
251	10	9666
878	10	3811
34	9	11309
930	10	13580
410	10	5047
1547	10	5017
2165	10	12871
1036	10	12243
2215	10	5354
2420	3	10044
2508	10	5710
2628	3	13480
1981	10	10555
1934	10	12822
1910	10	3070
289	3	8775
1398	4	11581
438	10	13521
1329	10	11770
250	10	13699
2876	10	10521
1397	10	4861
1721	1	11772
2534	3	10637
1666	3	11071
646	10	9461
1265	10	7579
814	10	6231
1747	10	6027
1142	10	5424
2711	10	7730
1066	10	10607
1048	10	13606
1389	10	13436
372	3	7934
2664	3	8938
283	3	8070
2069	10	7907
11	10	6115
831	10	10076
2395	10	7553
1841	10	12319
2193	10	10195
1273	10	5424
450	1	4928
746	10	7411
379	10	12637
2510	3	6320
1281	10	9426
1727	4	9388
697	10	4035
689	10	5201
661	10	7160
1648	10	11140
2601	10	5472
2208	10	5366
871	10	5448
2268	3	7934
303	10	5571
1984	10	13735
1717	4	3786
2787	3	3330
962	10	6847
1405	10	11053
1397	4	6237
1406	3	10560
98	10	8501
278	10	11653
1893	4	8667
1064	10	11551
2756	3	13311
1279	10	6383
1032	10	4714
1663	10	12465
450	4	12134
2794	10	9588
1194	10	6991
1637	10	8722
2375	10	7134
905	10	5754
2606	10	12760
2777	10	13758
299	10	3126
2732	10	7774
914	10	7246
1850	10	12101
2132	10	3437
1486	10	3277
2501	10	12871
1266	10	7524
1433	10	7815
31	3	8174
1411	10	9426
2343	3	3912
2064	10	4231
924	10	10204
1047	10	5516
177	10	13210
933	10	9401
1862	10	12610
1235	10	13176
2186	10	9991
1543	10	8009
809	3	12692
112	10	10518
2878	10	13521
1942	10	13304
2128	10	6043
1993	10	13649
2001	10	7949
2775	10	10726
2033	4	10409
1186	3	3221
401	3	3221
1560	10	6394
1554	10	5755
2036	10	8913
2088	10	4170
2960	10	11273
2925	10	5195
809	10	9303
2975	10	11236
2405	10	7263
912	3	9371
555	3	8433
2235	10	8133
2453	3	6105
599	10	7536
2312	10	9984
2281	10	12891
2680	10	7789
2162	3	4740
2961	10	4383
2593	10	3811
1995	4	6474
1388	1	11791
2477	10	7572
1732	10	8586
864	10	7354
2840	3	7992
1274	10	6097
1796	10	12621
766	0	13392
2360	4	11889
403	7	8611
1206	10	11662
2889	10	3754
403	10	9739
1892	3	9550
1499	10	10753
1092	10	8452
1647	1	3100
1186	10	8076
1919	3	6716
2102	10	3263
277	10	4932
982	10	9770
2008	10	11026
555	10	9433
2802	10	6092
1258	10	5674
8	3	7934
915	10	4514
1366	10	7730
2655	10	6363
2959	10	13782
1873	3	10747
2262	10	8871
724	3	7435
195	10	13601
315	10	7785
1607	10	8017
1428	10	7661
2270	10	8053
1257	10	5048
727	4	13341
2412	10	10713
2799	3	7921
2535	10	4310
2833	10	5654
1476	10	5366
1787	10	4598
2405	10	13673
1729	10	4625
1861	10	11279
487	10	3455
2235	10	4013
2002	3	13718
1257	10	13642
1040	10	8916
2860	2	10232
479	10	13305
1862	10	5245
638	10	7973
302	10	10459
574	10	10661
1637	10	7539
2257	3	10417
2891	10	7620
1766	8	12140
1450	10	7565
440	10	4487
1872	10	4745
2630	10	10808
2668	10	5604
1079	10	6547
1319	10	13500
1035	1	3541
2243	10	12850
1137	3	7084
1726	3	8931
1250	3	6295
1821	10	12027
1224	10	10727
1545	3	8892
2348	10	4648
1768	3	3569
1959	10	6581
82	10	3379
1557	10	9824
2824	10	5048
2161	8	5503
625	3	10002
2638	10	12339
2822	4	6662
654	10	11812
1737	10	9770
315	3	9530
635	3	4431
1091	3	4765
670	3	5149
1574	10	9383
95	4	9912
1321	3	12717
1536	3	7720
1854	8	11413
1008	3	6726
2720	10	9131
2877	2	5272
689	10	8720
82	10	8289
1817	10	5782
756	10	6118
397	10	8804
1730	10	8922
2280	3	7558
213	10	13748
125	10	12679
2396	1	6633
2161	10	10195
1954	10	13735
2777	2	10793
180	10	13044
1665	10	13139
797	3	6476
654	10	13616
116	10	7791
1302	10	6004
689	10	12175
2712	10	8701
1964	1	4221
734	10	8216
781	10	13763
1547	3	9517
2101	10	5355
1352	10	8665
1906	10	5445
88	1	4060
433	3	5126
2969	10	12581
2705	10	4384
2368	10	4973
1042	4	3691
1563	10	9666
2102	10	6589
2587	10	13744
1464	10	13487
658	10	6223
1600	3	10121
1057	4	12444
2316	10	9426
962	3	8977
1280	10	13188
2088	10	13028
2831	1	3390
2079	10	11212
1842	10	10726
1605	10	10776
2715	10	12319
1418	10	7160
1945	10	3826
714	10	9747
282	3	5552
1954	10	5609
1299	3	11184
2340	3	3383
1354	10	7053
310	10	13119
1183	10	7553
1892	3	6255
2581	10	6074
24	10	12555
2786	10	5400
1250	3	5691
4	3	7934
2702	3	6259
2406	10	5776
226	10	12122
1	3	10121
1791	3	7090
2755	10	12115
2575	10	12101
2845	10	12770
2557	10	13316
1575	4	8935
1500	10	9896
1925	3	12573
670	10	11963
1457	10	6210
1274	10	12960
2189	0	6431
1585	10	11486
729	10	4625
2336	10	4968
1248	10	3450
2530	10	11871
2570	10	11002
489	10	9365
586	10	5322
725	10	8194
2742	10	7645
1478	10	6581
1600	10	10625
1881	8	3516
880	10	4380
738	10	5053
716	3	12834
2661	10	4729
833	10	9644
1801	3	6295
1397	10	9813
756	10	11300
2825	10	3675
187	10	6198
2280	3	5706
893	10	12319
1070	10	13692
2358	10	3160
2796	10	7673
1304	10	11900
544	10	7814
106	10	6985
1534	10	12884
871	10	13602
623	10	8677
469	10	12867
582	10	9745
948	3	13311
637	10	13455
1431	10	6563
2404	10	10555
1141	10	13413
1332	10	10585
55	1	3962
1974	3	12570
985	10	8394
1183	10	13638
2809	7	12880
1206	10	8059
1208	10	9119
2618	10	9426
1206	0	7055
93	10	13259
2010	10	4523
297	10	5892
1150	3	11660
1970	10	9357
2146	10	13688
1448	10	5480
2094	10	5979
510	3	11984
1434	10	10555
1926	10	5480
1267	10	3048
2528	3	9614
2406	10	8996
2466	10	10470
2727	10	13339
1262	10	10641
1653	10	11982
835	10	3599
2710	10	6114
574	10	8390
2151	10	11502
2708	10	10969
1775	10	8277
111	10	13431
2539	10	11677
1979	10	4186
2527	10	11662
226	10	12581
1113	10	8859
2697	3	3565
1934	10	5989
1293	10	11510
2113	10	12041
2626	10	5274
615	10	9644
993	10	13631
167	10	3011
809	3	6085
460	10	13313
1842	10	3447
341	10	5735
2694	10	13339
1230	10	9426
745	10	3028
2648	10	13037
1194	10	9908
1448	3	6942
683	10	9426
71	3	11083
1284	3	9392
903	10	7671
2980	3	7615
944	10	10653
300	10	7601
602	4	11301
2820	10	7802
406	10	5456
123	10	5110
138	10	6693
2145	10	8964
814	10	8386
1388	10	10700
574	10	7338
2147	10	7372
95	10	5833
2898	2	5153
1026	10	10156
2413	10	8652
1268	10	12024
2816	10	8504
352	10	3256
316	10	5201
964	3	5085
144	8	10265
2500	10	13631
552	10	4079
1060	10	10648
86	10	6321
2432	10	12587
451	10	11212
703	3	13337
553	3	9713
2069	10	6452
1070	10	12991
2147	10	3956
1883	10	7601
2521	10	7553
284	10	10241
2405	3	3946
2128	3	13203
663	10	5922
1242	4	12737
2161	10	13735
1440	10	8291
1681	10	11923
342	3	3912
1424	3	4755
1152	10	10531
531	3	3561
1461	10	12398
1155	10	9069
2674	1	3962
568	10	9426
1161	0	5035
2244	10	4170
133	3	4312
2749	3	8902
338	10	3804
201	10	4043
2778	9	11823
15	10	10239
538	10	4912
1796	8	12854
2780	10	7994
2961	10	12679
1329	1	11830
1311	10	3455
2558	10	4581
1898	10	9357
1498	1	7662
811	10	4059
2825	10	10169
344	10	8504
1930	10	8073
1879	10	7486
1342	10	5989
1694	10	11200
183	10	12871
1619	3	7685
2273	10	4325
205	10	4059
355	10	9483
2672	10	12936
2513	8	3719
1330	10	9842
2240	10	9169
1174	10	3448
1835	3	7084
1329	10	3474
2158	4	12017
1135	10	4220
1274	10	9998
132	3	4943
287	10	6157
1923	3	10554
50	10	10347
563	3	5996
2677	3	7881
145	10	9521
1887	4	13507
1303	10	13758
2061	10	13334
354	1	3390
1281	4	5003
803	10	3387
1658	10	13681
2736	3	4991
2924	3	10507
292	10	7304
2171	10	11060
2073	10	3764
2618	10	8310
2897	10	12679
1952	10	4058
1632	10	13602
580	10	4475
2114	10	3798
1868	4	3632
2955	4	6505
2067	3	7554
950	10	8265
2192	10	10570
507	10	12598
602	3	6733
426	3	5732
1090	10	10397
1381	10	9783
1043	3	8762
494	10	8516
179	4	9569
2865	3	6941
1889	10	13199
849	10	4423
1292	10	6205
220	3	8424
2204	3	11036
489	7	4727
347	3	4532
181	4	3598
2521	10	12175
1474	10	4050
2371	10	9582
107	3	8296
2166	10	10257
2509	3	12376
398	10	11933
2711	10	8321
2346	10	12637
1424	10	10312
1733	10	10607
1573	10	9357
2175	4	6110
2020	10	9726
2215	10	7448
277	10	13156
734	3	6476
1168	10	8746
1650	10	9357
544	10	6173
65	10	5663
1044	10	4486
1594	10	9426
1359	3	3404
116	3	3815
2479	3	11731
317	10	11045
1398	4	12892
2370	10	4141
1205	10	12178
2787	10	8568
2398	10	5642
60	10	9843
1229	10	9305
542	10	5424
923	3	7934
189	10	6749
167	10	12332
143	10	7486
2069	10	3972
690	10	10238
1702	10	12688
2647	3	11228
2818	7	11646
1502	3	7921
1804	10	3611
1351	10	13631
2168	10	8854
697	10	7754
1625	10	11359
2326	10	5375
2009	10	12872
2563	10	5571
2753	3	12672
2102	10	5903
2772	10	13495
1078	10	12480
1418	10	6326
230	3	10121
79	3	7503
511	10	3506
1666	3	3912
615	3	5781
11	10	12637
2240	10	10522
2261	10	7494
1392	10	9426
2715	10	3631
2161	10	3475
2405	0	12740
1937	3	10986
1397	10	6443
2308	10	8583
211	10	6962
849	10	6454
1963	10	10361
403	10	12687
258	3	5458
113	4	10089
138	10	5354
2540	10	7466
2787	10	13243
1055	10	9769
1113	3	10986
1233	10	6917
1304	10	3802
1394	10	8513
45	10	10370
2566	10	8584
646	10	12846
872	10	4339
2086	10	3253
490	10	9426
173	10	4059
601	10	5500
2358	10	4625
2102	3	9712
597	1	6633
1471	3	7496
827	3	8049
966	10	8662
1023	10	8347
270	10	4207
791	10	5689
465	10	6294
2853	10	5209
781	10	12454
2345	10	9139
1274	10	13500
722	10	9426
2465	10	8678
2250	3	5412
1262	10	3169
1484	10	8156
1978	10	5574
2173	7	8695
1522	3	4264
574	10	9785
1479	10	12435
2033	4	8796
53	10	5480
2061	10	8293
2649	10	7455
2014	10	6896
2191	3	6400
2132	10	8216
1604	10	12072
587	10	3178
1058	5	7174
13	10	11200
917	3	12376
1665	3	4101
2014	10	10790
2658	10	6170
2692	10	9842
2291	10	8491
598	10	9433
924	4	9085
468	10	8326
1949	10	10593
993	10	13304
2539	10	10867
2014	3	6476
1950	3	4364
2314	10	9114
426	3	9767
2063	10	6223
874	0	11023
415	10	11862
195	4	4390
2413	3	7290
1072	3	4252
586	10	4238
1476	10	6847
1799	4	13603
222	8	4426
1664	10	5270
2600	4	11889
2484	10	11948
2964	10	9333
2108	1	9505
1414	10	11730
990	3	9238
946	3	6105
2356	10	3808
1913	10	3792
1929	10	3480
1070	10	13487
1185	10	13028
2405	3	8758
575	10	10748
994	10	5002
224	10	7214
1666	10	8394
766	10	11294
393	10	6427
1282	10	8568
477	10	4059
1785	10	8916
1771	10	11163
1480	3	7934
2025	10	7031
1357	10	9426
2265	10	11963
2667	10	6363
1549	10	3916
1778	3	4891
645	10	8685
1479	10	4625
2151	10	11188
133	10	5570
126	10	3369
1932	3	12329
2433	10	10726
2702	10	11564
2327	10	10840
371	4	12054
1133	3	8512
2914	3	8987
780	10	8919
1022	3	12376
145	10	5141
1027	4	4165
722	10	4380
841	3	12717
1777	10	4687
1551	1	9901
2375	10	5575
1892	2	4707
386	10	9973
142	10	12874
2275	10	4742
2106	3	12720
2320	10	11899
781	10	3267
2371	10	5417
1749	10	11518
285	10	5531
865	10	8832
215	8	7988
1827	10	4581
631	10	3267
511	1	4515
1262	10	12946
1987	4	12551
1791	10	11543
2328	6	7179
1334	10	13175
34	10	5424
397	10	9270
1040	10	10256
1794	10	12235
200	10	4433
118	3	4906
1504	2	7291
2454	10	10744
870	10	6252
406	10	4059
2634	10	3263
2832	10	3115
201	3	4277
2454	10	4133
989	3	6811
148	10	9464
1958	10	5287
2777	10	9391
1190	3	12322
1359	10	9943
2190	10	4227
1626	10	11380
1660	10	6714
2761	3	11753
426	10	13635
2634	10	10449
884	10	13473
447	3	7496
1804	10	5481
823	10	7601
1064	10	13739
566	3	6023
1205	10	5496
1566	10	11551
722	10	7074
2558	10	12922
1362	3	7923
2072	10	3610
279	10	13201
2717	10	5349
1304	10	11867
1058	3	12376
2328	10	5710
1355	10	10388
1960	10	13521
1916	10	10555
1406	10	6387
2604	10	3974
2638	10	9666
616	6	11170
803	10	12873
1887	10	6096
633	10	4059
1435	10	3654
483	3	7341
2879	10	5633
1701	10	9305
2877	10	8580
332	10	5538
1047	10	10434
872	10	4170
2394	3	4913
332	10	4800
1550	1	9452
2009	10	11780
2014	4	7064
1335	3	4953
2070	10	3134
2873	10	5741
1108	10	9951
1674	10	10017
742	10	5047
19	10	5201
1376	10	9045
2043	3	7819
2564	3	8614
1567	3	10253
611	10	7195
468	10	4059
1309	10	5263
69	10	8302
2420	10	4191
876	10	6287
1060	10	7531
482	10	10835
2720	3	11355
608	10	7601
2670	10	9113
1747	10	9881
834	10	8797
374	8	13034
1088	3	9909
1	10	12822
2292	10	5917
1826	1	9182
566	10	8942
2926	6	13320
488	10	2993
1835	10	5538
2739	10	12655
1906	10	9286
358	10	10276
1782	10	11486
1629	1	4221
1767	1	11791
1813	10	7509
585	10	5571
1380	10	6215
2468	8	9822
1572	10	10076
534	10	9766
876	10	6118
1822	10	7761
2532	10	8568
2368	10	8926
69	10	8568
937	10	3317
1266	3	8512
268	3	8529
78	10	11999
1738	10	4475
2255	10	8285
2151	10	12581
210	3	3637
1875	10	4715
1273	10	12700
2653	10	3940
1304	10	12105
534	10	13487
1747	3	3404
2554	10	4156
2759	10	3916
55	10	4941
1728	10	7310
2228	10	3501
79	10	6280
2578	10	7918
1468	10	8979
1169	3	6640
2327	10	12334
1207	3	11991
2390	10	9717
226	10	11212
623	10	7372
2872	10	3168
2528	3	12135
2824	3	9593
631	10	12597
2715	10	7550
1807	10	3277
738	10	8321
1710	3	3383
1425	1	9901
117	10	7601
1903	3	3469
2712	3	5823
2165	10	10790
2169	3	3912
921	10	4353
1517	10	10154
2957	4	7876
1650	10	3894
1226	10	13692
2074	3	13447
2848	10	3277
2923	3	10172
222	10	9984
2695	10	8314
2817	10	9036
1234	10	5559
1006	10	9357
1861	10	12581
918	7	9918
931	10	6911
1841	10	8913
2887	10	9426
2812	10	6074
1241	1	11970
2563	10	9984
92	10	9090
447	10	11315
338	10	5255
1619	10	5413
2600	10	12846
2840	10	9386
781	10	4710
2444	10	5947
886	3	10481
2110	10	7598
1385	10	6077
0	1	9901
596	1	6887
2864	10	11264
1921	3	8049
1827	10	13028
1598	4	12437
944	3	8989
2542	10	8594
765	1	13215
1694	10	11232
1460	10	12343
682	10	5349
328	10	9069
1738	2	8007
1246	10	11261
2029	2	10772
2484	10	10059
462	10	5201
2888	10	5807
1941	10	13216
2789	10	12521
2464	10	9911
1899	10	8284
2254	3	6661
2073	10	6774
785	3	9642
696	10	10459
339	4	7387
2569	10	3387
1539	3	7934
1482	3	13374
124	10	11730
1141	10	8834
734	10	5319
180	10	5531
1428	10	13495
224	2	13590
2671	10	8380
1043	10	9426
1645	3	12451
394	10	13478
924	10	3940
2569	10	12021
2829	10	4059
1717	10	4688
272	10	11165
1103	3	9021
521	4	4904
